"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 01 23:39:14 UTC 2021","Fri Oct 01 23:39:15 UTC 2021","720","","search.SearchTests","","search.SearchTests","searchForPartialTitle","searchForPartialTitle()",""
"passed","Fri Oct 01 23:39:15 UTC 2021","Fri Oct 01 23:39:16 UTC 2021","710","","search.SearchTests","","search.SearchTests","searchForExactTitle","searchForExactTitle()",""
