"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 04 23:39:14 UTC 2021","Sat Sep 04 23:39:15 UTC 2021","606","Surefire suite","Surefire test","search.SearchTests","search.SearchTests","searchForPartialTitle","searchForPartialTitle",""
"passed","Sat Sep 04 23:39:14 UTC 2021","Sat Sep 04 23:39:14 UTC 2021","467","Surefire suite","Surefire test","search.SearchTests","search.SearchTests","searchForExactTitle","searchForExactTitle",""
