"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 02 23:40:13 UTC 2021","Tue Nov 02 23:40:14 UTC 2021","694","","search.SearchTests","","search.SearchTests","searchForPartialTitle","searchForPartialTitle()",""
"passed","Tue Nov 02 23:40:14 UTC 2021","Tue Nov 02 23:40:15 UTC 2021","685","","search.SearchTests","","search.SearchTests","searchForExactTitle","searchForExactTitle()",""
